code,codein,name,high,low,varBid,pctChange,bid,ask,timestamp,create_date,moeda
,,,799.85,712.03,-15.69,-2.1,736.42,737.88,1740182357,,LTC
,,,772.82,720,-25.68,-3.32,745.78,748.04,1740095975,,LTC
,,,797.97,741.78,32.99,4.45,772.82,773.88,1740009563,,LTC
,,,740.97,690.33,35.91,5.1,739.38,741.72,1739923189,,LTC
,,,758,690.21,-18.54,-2.56,704.02,706.02,1739836762,,LTC
,,,783.71,720,-46.78,-6.08,720.86,723.1,1739750363,,LTC
,,,773.1,710.66,51.89,7.24,768.07,769.99,1739663969,,LTC
,,,766.66,710.95,-10.37,-1.43,712.81,714.67,1739577552,,LTC
,,,746,690.93,23.01,3.27,728.97,730.99,1739491194,,LTC
,,,720.37,646.64,13.99,2.03,701.87,703.98,1739404757,,LTC
,,,763.85,682.01,-3.2,-0.46,687.6,689.85,1739318387,,LTC
,,,710.06,627.53,65.67,10.46,695.87,698.03,1739231943,,LTC
,,,636.71,601.55,19.55,3.2,627.52,628.67,1739145556,,LTC
,,,618.15,595.1,8.15,1.35,612.05,617.01,1739059174,,LTC
,,,622,587.37,16.59,2.83,599.71,603.19,1738972736,,LTC
,,,635.12,576.95,-14.98,-2.49,587.54,589.33,1738886384,,LTC
,,,645,582.98,14,2.38,600.21,601.82,1738799954,,LTC
,,,631.99,570,-40.09,-6.38,585.41,586.96,1738713550,,LTC
,,,648,483.44,-9.52,-1.51,621.31,623.26,1738627142,,LTC
,,,715.32,615.84,-50.15,-7.19,644.84,646.68,1738540770,,LTC
,,,768.69,693.06,-51.62,-6.88,694.32,696.47,1738454386,,LTC
,,,791.38,730.25,-10.88,-1.43,748.05,750.49,1738367938,,LTC
,,,788.25,667.39,83.99,12.43,760.68,762.89,1738281572,,LTC
,,,696.71,643.89,26.89,4.14,673.23,675.31,1738195198,,LTC
,,,693.13,640.01,-30.39,-4.47,646.19,648.21,1738108770,,LTC
,,,701.03,636.21,-20.57,-2.94,679.48,681.34,1738022394,,LTC
,,,738.1,700,-36.95,-5.01,700,700.69,1737935954,,LTC
,,,766.3,701.36,34.36,4.89,734.5,735.36,1737849585,,LTC
,,,728,670.1,12.66,1.83,702,704.17,1737763179,,LTC
,,,695.07,665.92,0.82,0.12,689.77,691.78,1737676794,,LTC
,,,728.13,684,-26.11,-3.65,687.55,688.89,1737590353,,LTC
,,,763.1,690.21,-2.54,-0.35,718.69,729.12,1737503937,,LTC
,,,774.34,687.4,8.72,1.23,715.89,718.13,1737417582,,LTC
,,,783.37,687.41,-56.83,-7.42,705.74,732.99,1737331144,,LTC
,,,845,751.71,-66.07,-7.94,765.27,767.37,1737244798,,LTC
,,,847,750.27,86.01,11.53,829.74,832.43,1737158399,,LTC
,,,786.71,664.88,45.18,6.45,745.32,747.14,1737071951,,LTC
,,,710.71,610.55,80.81,13.04,694.65,703.38,1736985578,,LTC
,,,621.7,594.81,18.17,3.02,619.94,621.57,1736899137,,LTC
,,,637.5,570.78,-22.77,-3.65,600,601.36,1736812782,,LTC
,,,646.57,621.85,-18.98,-2.95,624.78,626.58,1736726399,,LTC
,,,646.14,629.65,3.52,0.55,640.76,642.44,1736639988,,LTC
,,,651.25,618.84,17.75,2.85,637.09,639.14,1736553580,,LTC
,,,643.8,610.35,-0.38,-0.06,620.41,622.25,1736467156,,LTC
,,,645.47,611.28,-9.58,-1.52,622.51,624.44,1736380772,,LTC
,,,703.87,628.24,-64.18,-9.22,629.72,631.61,1736294370,,LTC
,,,724.83,684.24,-19.93,-2.78,693.99,696.15,1736207930,,LTC
,,,719.71,686.85,27.53,4,717.66,719.61,1736121599,,LTC
,,,697.58,682.02,-9.9,-1.42,688.81,690.46,1736035191,,LTC
,,,711.76,645,48.85,7.52,691.33,698.63,1735948752,,LTC
,,,674.71,646.79,-3.5,-0.54,648.58,650.62,1735862395,,LTC
,,,671.18,637.32,11.45,1.78,653.83,655.85,1735775999,,LTC
,,,654.32,610.61,24.12,3.9,642.49,644.47,1735689578,,LTC
,,,639.74,605.11,5.77,0.94,609.55,618.79,1735603155,,LTC
,,,634.75,605.01,-13.53,-2.16,610.59,615,1735516761,,LTC
,,,663.87,615,3.03,0.49,625.53,630.44,1735430394,,LTC
,,,661,622.5,-10.76,-1.7,622.54,634.65,1735343970,,LTC
,,,700.99,630,-51.43,-7.51,633.44,635.41,1735257565,,LTC
,,,699.98,666.54,9.25,1.37,684.69,686.82,1735171156,,LTC
,,,693.01,649.26,13.64,2.06,675.35,677,1735084795,,LTC
,,,670.15,607.45,50.33,8.22,663.57,665.74,1734998395,,LTC
,,,640,597,-10.21,-1.64,613.4,615.29,1734911984,,LTC
,,,656.62,593.37,-1.75,-0.28,622.76,624.57,1734825577,,LTC
,,,676,533.4,4.26,0.69,622.74,625.05,1734739148,,LTC
,,,728.39,580.01,-66.78,-9.72,614.57,616.45,1734652798,,LTC
,,,790.09,678.83,-83.41,-10.83,683.58,685.42,1734566353,,LTC
,,,803.5,709,47.46,6.57,760.77,770.37,1734479992,,LTC
,,,753.47,701.83,-13.08,-1.78,721.23,723.44,1734393563,,LTC
,,,738.16,700,6.97,0.96,728.25,736.42,1734307199,,LTC
,,,758.2,700.83,-29.37,-3.87,719.46,721.5,1734220735,,LTC
,,,758.4,706,34.46,4.78,746.27,758.28,1734134373,,LTC
,,,754.84,695.2,19.54,2.78,718.94,721.07,1734047939,,LTC
,,,719.09,648.71,39.38,5.94,702,705.03,1733961561,,LTC
,,,729.97,619,-18.06,-2.65,663.38,670.21,1733875173,,LTC
XRP,BRL,XRP/Real Brasileiro,12.925,12.193,0.584,4.765,12.833,12.848,1749401242,2025-06-08 13:47:22,XRP
,,,12.322,12.079,0.106,0.872,12.25,12.251,1749340765,,XRP
,,,12.349,11.71,0.393,3.342,12.146,12.147,1749254371,,XRP
,,,12.55,11.562,-0.683,-5.478,11.776,11.777,1749167928,,XRP
,,,12.846,12.42,-0.265,-2.081,12.466,12.467,1749081581,,XRP
,,,12.913,12.457,0.217,1.735,12.728,12.729,1748995188,,XRP
,,,12.565,12.192,-0.019,-0.152,12.508,12.51,1748908746,,XRP
,,,12.573,12.271,-0.019,-0.151,12.528,12.532,1748822361,,XRP
,,,12.75,12.04,0.181,1.464,12.544,12.545,1748735971,,XRP
,,,12.841,12.205,-0.472,-3.683,12.345,12.346,1748649554,,XRP
,,,13.187,12.786,-0.172,-1.324,12.813,12.814,1748563185,,XRP
,,,13.206,12.721,-0.186,-1.412,12.991,12.992,1748476757,,XRP
,,,13.394,12.965,-0.011,-0.083,13.176,13.177,1748390395,,XRP
,,,13.405,13.084,-0.16,-1.199,13.187,13.188,1748303990,,XRP
,,,13.354,12.917,0.079,0.595,13.345,13.346,1748217564,,XRP
,,,13.435,13.05,0.194,1.483,13.27,13.272,1748131197,,XRP
,,,14.059,13.026,-0.769,-5.559,13.086,13.089,1748044767,,XRP
,,,13.848,13.466,0.289,2.132,13.842,13.844,1747958367,,XRP
,,,13.764,13.229,0.185,1.384,13.553,13.554,1747871975,,XRP
,,,13.609,13.176,-0.098,-0.727,13.373,13.381,1747785578,,XRP
,,,13.836,13.02,-0.304,-2.205,13.478,13.479,1747699188,,XRP
,,,13.961,13.312,0.33,2.451,13.786,13.803,1747612761,,XRP
,,,13.634,13.139,-0.114,-0.841,13.445,13.447,1747526392,,XRP
,,,13.943,13.386,-0.035,-0.257,13.561,13.564,1747439998,,XRP
,,,14.54,13.4,-0.841,-5.829,13.599,13.604,1747353598,,XRP
,,,14.874,14.188,-0.097,-0.667,14.431,14.433,1747267146,,XRP
,,,14.636,13.82,0.024,0.165,14.533,14.537,1747180757,,XRP
,,,15.12,13.377,1.041,7.73,14.483,14.5,1747094399,,XRP
,,,14.148,13.288,-0.552,-3.935,13.474,13.476,1747007997,,XRP
,,,14.1,13.29,0.744,5.581,14.072,14.078,1746921575,,XRP
,,,13.799,13.029,0.089,0.672,13.332,13.334,1746835177,,XRP
,,,13.243,12.207,1.005,8.212,13.238,13.243,1746748789,,XRP
,,,12.412,12.119,-0.099,-0.803,12.244,12.246,1746662397,,XRP
,,,12.351,11.855,0.184,1.515,12.33,12.331,1746575998,,XRP
,,,12.506,11.979,-0.131,-1.066,12.146,12.153,1746489579,,XRP
,,,12.683,12.477,0.001,0.008,12.54,12.543,1746255684,,XRP
,,,12.7,12.477,-0.053,-0.421,12.557,12.558,1746230365,,XRP
,,,12.852,12.472,0.118,0.945,12.603,12.604,1746143974,,XRP
,,,12.757,12.077,-0.165,-1.304,12.479,12.486,1746057578,,XRP
,,,13.144,12.549,-0.368,-2.826,12.655,12.657,1745971183,,XRP
,,,13.51,12.719,0.12,0.93,13.023,13.024,1745884778,,XRP
,,,13.14,12.365,0.357,2.846,12.9,12.901,1745798379,,XRP
,,,12.863,12.464,0.064,0.513,12.543,12.544,1745711959,,XRP
,,,12.654,12.328,-0.095,-0.756,12.475,12.476,1745625557,,XRP
,,,12.755,12.15,-0.177,-1.388,12.582,12.583,1745539167,,XRP
,,,13.181,12.54,0.029,0.228,12.746,12.747,1745452768,,XRP
,,,12.901,12.022,0.551,4.531,12.702,12.704,1745366374,,XRP
,,,12.51,12.025,-0.015,-0.123,12.167,12.168,1745279994,,XRP
,,,12.318,11.962,-0.085,-0.693,12.184,12.186,1745193560,,XRP
,,,12.288,12.062,0.176,1.456,12.26,12.262,1745107157,,XRP
,,,12.227,11.941,0.036,0.299,12.084,12.088,1745020769,,XRP
,,,12.446,11.978,-0.207,-1.689,12.053,12.054,1744934354,,XRP
,,,12.473,12.006,-0.044,-0.358,12.248,12.25,1744847994,,XRP
,,,12.843,12.293,-0.206,-1.646,12.304,12.313,1744761576,,XRP
,,,12.839,12.403,-0.006,-0.048,12.508,12.509,1744675151,,XRP
,,,13.251,12.289,-0.207,-1.626,12.52,12.521,1744588768,,XRP
,,,12.91,11.826,0.801,6.72,12.726,12.727,1744502359,,XRP
,,,12.139,11.518,0.322,2.771,11.922,11.923,1744415999,,XRP
,,,12.024,11.456,-0.381,-3.174,11.617,11.618,1744329563,,XRP
,,,12.4,10.417,1.186,10.957,12.008,12.015,1744243149,,XRP
,,,11.65,10.726,-0.462,-4.094,10.827,10.831,1744156759,,XRP
,,,11.747,9.512,-0.049,-0.432,11.282,11.283,1744070374,,XRP
,,,12.695,10.997,-1.276,-10.121,11.325,11.335,1743983982,,XRP
,,,12.771,12.406,0.149,1.196,12.609,12.614,1743897561,,XRP
,,,12.579,11.4,0.988,8.527,12.566,12.593,1743802763,,XRP
,,,11.854,11.03,0.147,1.274,11.686,11.687,1743724791,,XRP
,,,12.676,11.322,-0.644,-5.286,11.527,11.547,1743638352,,XRP
,,,12.581,11.84,0.205,1.712,12.182,12.183,1743551967,,XRP
,,,12.424,11.741,-0.438,-3.529,11.966,11.972,1743465587,,XRP
,,,12.867,12.25,0.012,0.097,12.41,12.411,1743379168,,XRP
,,,12.914,11.98,-0.371,-2.898,12.389,12.391,1743292785,,XRP
,,,13.482,12.458,-0.668,-4.959,12.796,12.8,1743206380,,XRP
,,,13.783,13.299,-0.055,-0.407,13.47,13.473,1743119991,,XRP
,,,14.172,13.408,-0.474,-3.387,13.523,13.525,1743033579,,XRP
,,,14.368,13.97,-0.036,-0.257,13.978,13.98,1742871954,,XRP
,,,14.368,13.856,0.125,0.891,14.135,14.144,1742860795,,XRP
,,,14.045,13.654,0.36,2.631,14.031,14.032,1742774357,,XRP
,,,13.933,13.62,-0.029,-0.212,13.676,13.681,1742687954,,XRP
,,,14.044,13.523,-0.132,-0.954,13.706,13.709,1742601582,,XRP
,,,14.492,13.569,-0.567,-3.935,13.852,13.855,1742515170,,XRP
,,,14.743,12.917,1.385,10.633,14.396,14.41,1742428769,,XRP
,,,13.343,12.634,-0.291,-2.182,13.023,13.026,1742342364,,XRP
,,,13.687,13.238,0.054,0.407,13.334,13.335,1742255976,,XRP
,,,13.933,13.134,-0.536,-3.88,13.278,13.283,1742169579,,XRP
,,,14.307,13.605,0.212,1.557,13.814,13.818,1742083182,,XRP
,,,13.72,13.013,0.511,3.904,13.601,13.603,1741996762,,XRP
,,,13.716,12.903,0.053,0.407,13.083,13.088,1741910372,,XRP
,,,13.256,12.469,0.351,2.769,13.027,13.031,1741823993,,XRP
,,,12.904,11.203,0.766,6.446,12.651,12.661,1741737560,,XRP
,,,13.22,11.76,-0.659,-5.267,11.855,11.861,1741651159,,XRP
,,,13.727,12.191,-1.076,-7.918,12.508,12.519,1741564791,,XRP
,,,14.053,13.44,-0.343,-2.465,13.567,13.58,1741478386,,XRP
,,,15.187,13.627,-1.164,-7.72,13.903,13.913,1741391998,,XRP
,,,15.3,14.289,0.642,4.449,15.071,15.072,1741305584,,XRP
,,,14.966,14.135,-0.016,-0.111,14.45,14.454,1741219169,,XRP
,,,14.945,13.156,0.284,2.004,14.45,14.473,1741132792,,XRP
,,,17.559,13.649,-3.225,-18.553,14.158,14.167,1741046376,,XRP
,,,17.767,12.881,4.427,34.138,17.384,17.396,1740959957,,XRP
,,,13.159,12.593,0.255,2.006,12.967,12.971,1740873585,,XRP
,,,12.88,11.491,-0.15,-1.165,12.707,12.715,1740787163,,XRP
,,,13.159,12.548,0.049,0.382,12.866,12.876,1740700774,,XRP
,,,13.68,12.5,-0.563,-4.207,12.828,12.833,1740614373,,XRP
,,,13.645,12.026,0.219,1.657,13.416,13.43,1740527970,,XRP
,,,14.98,12.98,-1.627,-10.978,13.183,13.199,1740441554,,XRP
,,,14.93,14.5,0,0.03,14.8,14.83,1740355159,,XRP
,,,15.03,14.68,0.03,0.19,14.83,14.84,1740268756,,XRP
,,,15.54,14.4,-0.55,-3.59,14.76,14.8,1740182394,,XRP
,,,15.74,15.25,-0.31,-1.98,15.35,15.39,1740095965,,XRP
,,,15.75,14.34,1.07,7.31,15.68,15.71,1740009555,,XRP
,,,15.34,14.17,-0.7,-4.61,14.61,14.64,1739923162,,XRP
,,,15.9,14.94,-0.37,-2.36,15.27,15.3,1739836756,,XRP
,,,16.17,15.55,0.23,1.44,15.85,15.89,1739663983,,XRP
,,,16.22,14.6,0.93,6.35,15.6,15.66,1739577587,,XRP
,,,15.02,13.97,0.46,3.26,14.72,14.77,1739491194,,XRP
,,,14.39,13.5,0.32,2.29,14.23,14.26,1739404753,,XRP
,,,14.54,13.7,-0.08,-0.56,13.91,13.94,1739318345,,XRP
,,,14.33,13.6,-0.08,-0.54,14.02,14.07,1739231998,,XRP
,,,14.62,13.56,-0.15,-1.08,14,14.07,1739145598,,XRP
,,,14.28,13.76,0.26,1.85,14.18,14.18,1739059060,,XRP
,,,14.65,13.16,0.5,3.68,13.96,14.01,1738972787,,XRP
,,,14.38,13.16,-0.41,-2.96,13.42,13.47,1738886351,,XRP
,,,14.89,13.61,-0.69,-4.73,13.82,13.85,1738799967,,XRP
,,,16.2,13.98,-1.09,-6.89,14.64,14.68,1738713550,,XRP
,,,16.27,10.6,0.43,2.79,15.68,15.74,1738627157,,XRP
,,,17.44,14.56,-1.78,-10.45,15.2,15.26,1738540794,,XRP
,,,17.99,16.7,-0.7,-3.94,17,17.04,1738454340,,XRP
,,,18.35,17.6,-0.58,-3.15,17.74,17.77,1738367977,,XRP
,,,18.59,17.73,0.41,2.3,18.31,18.33,1738281554,,XRP
,,,18.36,17.47,-0.03,-0.19,17.82,17.92,1738195154,,XRP
,,,18.94,17.7,-0.14,-0.8,17.94,18.02,1738108755,,XRP
,,,18.1,15.88,0.02,0.13,18.04,18.08,1738022381,,XRP
,,,18.64,17.91,-0.43,-2.33,17.96,18,1737935978,,XRP
,,,18.69,18.3,0.07,0.36,18.42,18.43,1737849554,,XRP
,,,18.97,18.1,-0.16,-0.87,18.35,18.44,1737763186,,XRP
,,,18.99,18.13,-0.4,-2.12,18.45,18.51,1737676749,,XRP
,,,19.66,18.63,-0.21,-1.11,18.92,18.98,1737590381,,XRP
,,,19.59,18.3,0.39,2.09,19.12,19.19,1737503958,,XRP
,,,20.42,17.85,0.73,4.04,18.7,18.81,1737417581,,XRP
,,,20.1,17.3,-1.88,-9.39,18.07,18.1,1737331135,,XRP
,,,20.08,18.64,0.05,0.27,19.95,20.02,1737244751,,XRP
,,,20.12,19.2,0.42,2.15,19.89,19.94,1737158346,,XRP
,,,20.5,17.55,0.75,3.99,19.5,19.52,1737071980,,XRP
,,,19.2,16.05,2.6,16.07,18.79,18.83,1736985572,,XRP
,,,16.39,15.32,0.8,5.16,16.13,16.19,1736899157,,XRP
,,,15.69,14.35,0.12,0.79,15.42,15.44,1736812782,,XRP
,,,15.85,15.1,-0.52,-3.26,15.26,15.32,1736726355,,XRP
,,,15.96,14.26,1.41,9.77,15.8,15.84,1736639946,,XRP
,,,14.5,13.71,0.62,4.52,14.38,14.39,1736553595,,XRP
,,,14.73,13.65,-0.72,-4.95,13.78,13.83,1736467146,,XRP
,,,14.73,13.59,0.55,3.96,14.55,14.61,1736380772,,XRP
,,,15.09,13.86,-0.79,-5.32,13.95,14,1736294379,,XRP
,,,15.1,14.59,-0.19,-1.29,14.72,14.79,1736207986,,XRP
,,,15.07,14.46,-0.12,-0.8,14.87,14.91,1736121548,,XRP
,,,15.5,14.9,-0.18,-1.17,14.97,15.03,1736035198,,XRP
,,,15.34,14.8,0.34,2.29,15.15,15.21,1735948787,,XRP
,,,15.25,14.47,0.41,2.87,14.83,14.87,1735862340,,XRP
,,,14.65,12.95,1.46,11.23,14.45,14.51,1735775944,,XRP
,,,13.35,12.52,0.23,1.79,12.94,13.02,1735689580,,XRP
,,,13.42,12.4,-0.28,-2.13,12.76,12.83,1735603163,,XRP
,,,13.7,12.93,-0.55,-4.05,13.05,13.1,1735516738,,XRP
,,,13.76,13.3,0.24,1.82,13.57,13.64,1735430393,,XRP
,,,13.94,13.15,-0.09,-0.68,13.32,13.41,1735343947,,XRP
,,,14.49,13.23,-0.98,-6.8,13.39,13.4,1735257510,,XRP
,,,14.55,14.14,-0.13,-0.88,14.33,14.39,1735171156,,XRP
,,,14.65,13.8,0.49,3.48,14.49,14.53,1735084743,,XRP
,,,14.23,13.13,0.49,3.61,14.1,14.11,1734998342,,XRP
,,,14.09,13.4,-0.18,-1.34,13.54,13.71,1734911991,,XRP
,,,14.6,13.53,-0.17,-1.22,13.71,13.8,1734825541,,XRP
,,,14.6,12.15,0.08,0.6,13.99,14.05,1734739183,,XRP
,,,15.47,13.33,-0.72,-4.9,13.89,13.9,1734652730,,XRP
,,,15.96,14.2,-1.26,-8.01,14.52,14.58,1734566339,,XRP
,,,16.75,14.91,0.53,3.51,15.71,15.78,1734479987,,XRP
,,,15.7,14.25,0.47,3.21,15.23,15.25,1734393568,,XRP
,,,14.96,14.43,0.32,2.2,14.82,14.89,1734307144,,XRP
,,,15.3,14.35,-0.08,-0.55,14.57,14.62,1734220767,,XRP
,,,14.97,13.8,0.6,4.26,14.58,14.67,1734134358,,XRP
,,,14.9,13.85,-0.26,-1.82,14.07,14.11,1734047994,,XRP
,,,14.94,13.62,-0.09,-0.62,14.33,14.37,1733961596,,XRP
,,,14.85,11.54,0.77,5.59,14.4,14.44,1733875167,,XRP
,,,15.99,12.77,-2.41,-15.08,13.57,13.71,1733788741,,XRP
DOGE,BRL,Dogecoin/Real Brasileiro,1.0484,1.0155,0.0076,0.735,1.0415,1.0423,1749401244,2025-06-08 13:47:24,DOGE
,,,1.0605,1.0005,0.0359,3.569,1.0418,1.0419,1749340798,,DOGE
,,,1.037,0.953,0.0438,4.555,1.0051,1.0052,1749254387,,DOGE
,,,1.0837,0.9449,-0.1035,-9.719,0.9617,0.9618,1749167985,,DOGE
,,,1.117,1.0579,-0.032,-2.917,1.0651,1.0652,1749081575,,DOGE
,,,1.14,1.0855,-0.0162,-1.458,1.0947,1.0949,1748995178,,DOGE
,,,1.1198,1.0762,-0.0009,-0.081,1.1112,1.1114,1748908755,,DOGE
,,,1.1231,1.0774,0.0048,0.433,1.1134,1.1136,1748822390,,DOGE
,,,1.1282,1.074,-0.0107,-0.954,1.111,1.1111,1748735999,,DOGE
,,,1.2328,1.1021,-0.1125,-9.142,1.1182,1.1188,1748649578,,DOGE
,,,1.2991,1.2215,-0.0348,-2.757,1.2269,1.2271,1748563187,,DOGE
,,,1.2951,1.238,-0.0242,-1.883,1.262,1.2621,1748476790,,DOGE
,,,1.3208,1.2565,-0.0041,-0.318,1.2852,1.2855,1748390370,,DOGE
,,,1.3065,1.268,0.0074,0.577,1.2894,1.2902,1748303992,,DOGE
,,,1.2893,1.2297,-0.0007,-0.055,1.2812,1.2814,1748217554,,DOGE
,,,1.3123,1.2724,-0.0011,-0.086,1.2823,1.2824,1748131174,,DOGE
,,,1.4402,1.2717,-0.1177,-8.426,1.2825,1.2829,1748044759,,DOGE
,,,1.3984,1.323,0.0732,5.526,1.3972,1.3983,1747958374,,DOGE
,,,1.3478,1.2659,0.0414,3.226,1.3238,1.3241,1747871995,,DOGE
,,,1.3034,1.2366,0.0121,0.952,1.2834,1.2838,1747785569,,DOGE
,,,1.3373,1.2198,-0.0542,-4.092,1.2706,1.271,1747699160,,DOGE
,,,1.3552,1.2247,0.0943,7.67,1.3237,1.3255,1747612772,,DOGE
,,,1.2658,1.2053,-0.0347,-2.75,1.2257,1.226,1747526363,,DOGE
,,,1.3137,1.2444,0.0109,0.872,1.2601,1.2605,1747439998,,DOGE
,,,1.338,1.2191,-0.066,-5.013,1.2505,1.2508,1747353587,,DOGE
,,,1.3905,1.2855,-0.0404,-2.977,1.3156,1.3159,1747267154,,DOGE
,,,1.3643,1.2412,0.0395,3.001,1.3549,1.3552,1747180782,,DOGE
,,,1.436,1.2624,-0.0045,-0.341,1.3152,1.3161,1747094353,,DOGE
,,,1.4791,1.2682,-0.1072,-7.535,1.3183,1.3195,1747007969,,DOGE
,,,1.4288,1.1564,0.262,22.455,1.4257,1.4284,1746921589,,DOGE
,,,1.2176,1.1,0.0401,3.557,1.1676,1.1677,1746835188,,DOGE
,,,1.1286,0.9901,0.1345,13.565,1.1256,1.1265,1746748758,,DOGE
,,,0.9966,0.973,0.0052,0.528,0.9904,0.9907,1746662377,,DOGE
,,,0.9871,0.9387,0.0128,1.317,0.9851,0.9852,1746575957,,DOGE
,,,0.9917,0.9567,-0.0003,-0.031,0.9716,0.9717,1746489565,,DOGE
,,,1.045,1.0158,-0.0073,-0.713,1.0175,1.0177,1746255665,,DOGE
,,,1.0475,1.02,0.0028,0.272,1.0319,1.0321,1746230357,,DOGE
,,,1.045,0.981,0.0472,4.805,1.0291,1.0294,1746143971,,DOGE
,,,0.9968,0.9486,-0.0058,-0.587,0.9817,0.9818,1746057587,,DOGE
,,,1.025,0.9741,-0.029,-2.853,0.9874,0.9875,1745971197,,DOGE
,,,1.0428,0.993,-0.0122,-1.188,1.0156,1.0163,1745884780,,DOGE
,,,1.0509,1.0123,-0.0136,-1.306,1.0269,1.0271,1745798363,,DOGE
,,,1.1029,1.033,0.0004,0.038,1.0414,1.0417,1745711998,,DOGE
,,,1.0607,1.0123,-0.0026,-0.25,1.0386,1.0389,1745625553,,DOGE
,,,1.0454,0.9738,0.0142,1.383,1.0412,1.0415,1745539175,,DOGE
,,,1.0624,1.0033,0.0001,0.01,1.0265,1.0266,1745452780,,DOGE
,,,1.0319,0.9157,0.0961,10.337,1.0249,1.0258,1745366357,,DOGE
,,,0.9567,0.9094,0.0166,1.822,0.9293,0.9295,1745279971,,DOGE
,,,0.9355,0.8947,-0.0147,-1.59,0.91,0.9103,1745193586,,DOGE
,,,0.9417,0.9169,0.0006,0.065,0.924,0.9241,1745107166,,DOGE
,,,0.9309,0.8977,0.0148,1.628,0.9239,0.924,1745020760,,DOGE
,,,0.9288,0.901,-0.0022,-0.242,0.9085,0.9086,1744934364,,DOGE
,,,0.9251,0.886,0.0047,0.519,0.9102,0.9104,1744847953,,DOGE
,,,0.9487,0.903,-0.026,-2.79,0.9061,0.9068,1744761559,,DOGE
,,,0.9971,0.9261,-0.0282,-2.935,0.932,0.9322,1744675173,,DOGE
,,,0.9927,0.95,-0.0266,-2.694,0.9601,0.9604,1744588765,,DOGE
,,,0.998,0.9318,0.0472,5.015,0.9877,0.9879,1744502397,,DOGE
,,,0.955,0.9071,0.0354,3.897,0.9435,0.9436,1744415988,,DOGE
,,,0.9377,0.8869,-0.0289,-3.083,0.9083,0.9087,1744329557,,DOGE
,,,0.9577,0.8249,0.0789,9.187,0.9372,0.9375,1744243181,,DOGE
,,,0.9249,0.8528,-0.0317,-3.565,0.8575,0.8579,1744156773,,DOGE
,,,0.9051,0.7661,0.0107,1.218,0.8883,0.8888,1744070382,,DOGE
,,,0.9992,0.8611,-0.1139,-11.468,0.8797,0.8801,1743983966,,DOGE
,,,1.0073,0.9772,-0.0088,-0.878,0.9934,0.9936,1743897587,,DOGE
,,,1.0068,0.9021,0.1047,11.606,1.0064,1.0069,1743802780,,DOGE
,,,0.9527,0.8749,-0.0155,-1.66,0.9187,0.9189,1743724788,,DOGE
,,,1.025,0.9244,-0.0563,-5.68,0.9349,0.9352,1743638393,,DOGE
,,,1.0025,0.9527,0.0365,3.824,0.9907,0.991,1743551956,,DOGE
,,,0.9737,0.929,-0.0121,-1.251,0.9544,0.9545,1743465568,,DOGE
,,,1.001,0.9569,-0.0184,-1.871,0.9665,0.9669,1743379162,,DOGE
,,,1.0594,0.9645,-0.059,-5.649,0.9838,0.9842,1743292764,,DOGE
,,,1.109,1.0256,-0.0513,-4.68,1.0448,1.0451,1743206380,,DOGE
,,,1.1526,1.08,-0.0266,-2.369,1.0962,1.0966,1743119980,,DOGE
,,,1.1742,1.0837,0.0319,2.929,1.1222,1.1226,1743033558,,DOGE
,,,1.0904,0.9956,0.0673,6.752,1.0651,1.0657,1742871919,,DOGE
,,,1.0904,0.98,0.0627,6.314,1.0565,1.0573,1742860777,,DOGE
,,,0.9935,0.9629,0.0286,2.966,0.9925,0.9928,1742774374,,DOGE
,,,0.9774,0.9619,0.001,0.104,0.9655,0.9658,1742687963,,DOGE
,,,0.9772,0.945,-0.0015,-0.156,0.9629,0.9631,1742601572,,DOGE
,,,1.0143,0.9463,-0.0443,-4.395,0.9634,0.9636,1742515170,,DOGE
,,,1.0114,0.9509,0.0521,5.452,1.0075,1.0079,1742428777,,DOGE
,,,0.9885,0.9265,-0.0303,-3.066,0.958,0.9583,1742342357,,DOGE
,,,1.0067,0.9727,0.015,1.541,0.9883,0.9885,1742255975,,DOGE
,,,1.0219,0.96,-0.0427,-4.201,0.9733,0.9736,1742169591,,DOGE
,,,1.0281,0.9897,0.0253,2.553,1.0165,1.0169,1742083187,,DOGE
,,,1.0108,0.9578,0.032,3.333,0.9926,0.9928,1741996764,,DOGE
,,,1.0062,0.9415,-0.0444,-4.42,0.9604,0.9607,1741910387,,DOGE
,,,1.0143,0.9312,0.0417,4.339,1.003,1.0031,1741823980,,DOGE
,,,0.9815,0.8444,0.0528,5.829,0.9587,0.9591,1741737554,,DOGE
,,,1.0559,0.8876,-0.0792,-8.041,0.9067,0.9073,1741651199,,DOGE
,,,1.1338,0.9678,-0.1391,-12.384,0.9836,0.984,1741564780,,DOGE
,,,1.1711,1.1174,-0.0337,-2.914,1.1223,1.1226,1741478356,,DOGE
,,,1.2073,1.108,-0.0132,-1.128,1.1561,1.1565,1741391998,,DOGE
,,,1.2696,1.1524,-0.0155,-1.31,1.1682,1.169,1741305593,,DOGE
,,,1.2123,1.1547,0.0115,0.982,1.1833,1.1836,1741219191,,DOGE
,,,1.1926,1.0864,-0.0076,-0.644,1.1719,1.1736,1741132756,,DOGE
,,,1.4229,1.1489,-0.24,-16.874,1.1812,1.1821,1741046378,,DOGE
,,,1.4344,1.1963,0.192,15.684,1.4161,1.4164,1740959977,,DOGE
,,,1.239,1.1835,0.0287,2.4,1.2241,1.2246,1740873561,,DOGE
